name,startDate,endDate,rooms
Music @ Noon,42563,42563,['Southern Company Amphitheater']
Wednesday WindDown,42564,42564,['Southern Company Amphitheater']
Music @ Noon,42565,42565,['Southern Company Amphitheater']
1st Annual Miss Teen Dream USA National Pageant 2016,42566,42568,"['Meeting Room A313-A314', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316']"
V-103 Car and Bike Show,42567,42567,"['Exhibit Halls C1-C3 Combined', ' Gold Deck', ' Hall C1 Show Office', ' Hall C2 Show Office', ' Hall C3a Show Office', ' Hall C3b Show Office', ' Marshalling Yard 2', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105-C106', ' Meeting Room C107', ' Meeting Room C108-C109', ' Meeting Room C110']"
20th Anniversary 1996 Olympics Celebration,42567,42567,"['Entire Park', ' Executive Boardroom']"
LA2024 Athlete Town Hall Brunch,42567,42567,['Meeting Room A402-A403']
Solution Tree,42570,42572,"['Building A Level 4 Concourse', ' Building A Registration Hall', ' Building B Registration Hall', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer']"
Music @ Noon,42570,42570,['Southern Company Amphitheater']
Wednesday WindDown,42571,42571,['Southern Company Amphitheater']
Music @ Noon,42572,42572,['Southern Company Amphitheater']
Herbalife Extravaganza,42573,42575,"['Entire Park', ' Exhibit Hall A1', ' Exhibit Hall A2', ' Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Green Room', ' Meeting Room A302', ' Meeting Room A305', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A311-A312', ' Meeting Room A313-A314', ' Meeting Room A315-A316', ' Meeting Room A402-A403', ' Meeting Room B308-B309', ' Meeting Room B401', ' Meeting Room C301', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1', ' Thomas Murphy Ballroom 2-3', ' Thomas Murphy Ballroom 4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']"
Nike Tournament of Champions,42574,42576,"['Building B-C Connector', ' Exhibit Halls B4-B5 Combined', ' Exhibit Halls C1-C3 Combined', ' Hall C1 Show Office', ' Hall C2 Show Office', ' Hall C3a Show Office', ' Hall C3b Show Office', ' Meeting Room C103', ' Meeting Room C104']"
KIPP School Summit,42577,42579,"['Building A Registration Hall', ' Building B Registration Hall', ' Executive Boardroom', ' Exhibit Hall B1', ' Exhibit Hall B2', ' Exhibit Hall Meeting Room B101-103 Combined', ' International Plaza', ' Meeting Room A402', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']"
Music @ Noon,42577,42577,['Southern Company Amphitheater']
Wednesday WindDown,42578,42578,['Southern Company Amphitheater']
Guns N' Roses: Not In This Lifetime,42578,42578,"['Stadium', ' Yellow Lot North']"
Music @ Noon,42579,42579,['Southern Company Amphitheater']
APS Back-to-School Bash,42580,42581,"['Exhibit Hall A3', ' Hall A3 Marshaling Yard', ' Meeting Room A309', ' Meeting Room A310']"
Starks Family Reunion,42580,42580,['Garden Pavilion North']
Insight Global Reception,42580,42581,"['All North Park', ' Exhibit Hall C1']"
Drum Corps International Band Competition,42581,42581,"['Building C Loading Docks', ' Marshalling Yard 2', ' Marshalling Yard 3', ' Stadium', ' Yellow Lot North']"
2016 DoDIIS Worldwide,42582,42585,"['Building A Level 3 Concourse', ' Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Hall A2', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406-A407', ' Meeting Room A408', ' Meeting Room A411', ' Meeting Room A412']"
Summer of George,42583,42585,"['Building B Loading Docks', ' Building B Service Hallway', ' Building C Loading Docks', ' Exhibit Hall B1', ' Exhibit Hall B2', ' Exhibit Hall B3', ' Exhibit Hall B4', ' Exhibit Hall B5', ' Marshalling Yard 3']"
Music @ Noon,42584,42584,['Southern Company Amphitheater']
Wednesday WindDown,42585,42585,['Southern Company Amphitheater']
Music @ Noon,42586,42586,['Southern Company Amphitheater']
DuBois Integrity Academy Event,42587,42587,['Dome Field']
Praise in the Park,42588,42588,['All North Park']
The National Poetry Slam Finals,42588,42588,"['Meeting Room A401', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']"
American Society for Horticultural Science 5K,42590,42590,['International Blvd - Park']
Music @ Noon,42591,42591,['Southern Company Amphitheater']
Wednesday WindDown,42592,42592,['Southern Company Amphitheater']
Music @ Noon,42593,42593,['Southern Company Amphitheater']
Passport Experience Festival,42595,42595,['Southern Company Amphitheater']
Music @ Noon,42598,42598,['Southern Company Amphitheater']
Wednesday WindDown,42599,42599,['Southern Company Amphitheater']
Music @ Noon,42600,42600,['Southern Company Amphitheater']
Kell Kickoff Classic,42602,42602,"['Marshalling Yard 1', ' Stadium']"
Bronner Bros. International Beauty Show,42602,42604,"['Building B-C Connector', ' Building C Connector Overlook', ' Building C Lobby - South', ' Building C Registration Storage', ' Exhibit Halls C1-C3 Combined', ' Gold Deck Turnaround', ' Hall C1 Show Office', ' Hall C2 Show Office', ' Hall C3a Show Office', ' JA Parking Lot', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium']"
Ki Banu Duniya Da': Gurdas Maan Live in Concert,42602,42602,"['Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']"
Music @ Noon,42605,42605,['Southern Company Amphitheater']
International Woodworking Fair 2016,42606,42609,"['A-B Connector Concourse', ' Building A Registration Hall', ' Building B Registration Hall', ' Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Hall A2', ' Exhibit Hall A3', ' Exhibit Hall B1', ' Exhibit Hall B2', ' Exhibit Hall B3', ' Exhibit Hall B4', ' Exhibit Hall B5', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Galleria']"
Wednesday WindDown,42606,42606,['Southern Company Amphitheater']
International Woodworking Reception,42606,42606,['Dome Field']
Music @ Noon,42607,42607,['Southern Company Amphitheater']
UGA Football Practice,42609,42609,"['Dome Field', ' Visitor Locker Room Sections 1-2', ' Visitor Locker Room Sections 3-4']"
Crime is Toast Breakfast,42612,42612,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4']"
Music @ Noon,42612,42612,['Southern Company Amphitheater']
Wednesday WindDown,42613,42613,['Southern Company Amphitheater']
Chick-fil-A Kickoff Game - Georgia vs. North Carolina,42614,42616,"['Building A Registration Hall', ' Building A-B Registration Hall', ' Building B Registration Hall', ' Building C Registration Storage', ' Exhibit Halls C1-C2 Combined', ' Georgia Ballroom 1-3', ' International Plaza', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302', ' Stadium', ' West Plaza']"
Music @ Noon,42614,42614,['Southern Company Amphitheater']
Georgia State University vs. Ball State University,42615,42615,"['Blue Lot', "" Owner's Club"", ' Stadium']"
CFA Kickoff Game FanZone - Georgia vs. North Carolina,42616,42616,"['Building A-B Registration Hall', ' Building B-C Connector', ' Building C Registration Storage', ' Exhibit Hall C3', ' Exhibit Halls C1-C2 Combined', ' Georgia Ballroom 1-3', ' International Plaza', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C105-C106', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C108-C109', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C208-C209', ' Meeting Room C208-C210', ' Meeting Room C209', ' Meeting Room C209-C210', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C211-C212', ' Meeting Room C211-C213', ' Meeting Room C212', ' Meeting Room C212-C213', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302', ' West Plaza']"
Music @ Noon,42619,42619,['Southern Company Amphitheater']
Logan Lucky,42619,42619,"['Building B Service Hallway', ' Exhibit Hall B1', ' Foundry Street Tunnel (A1)']"
Wednesday WindDown,42620,42620,['Southern Company Amphitheater']
HR Star Conference,42621,42621,"['Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404-A405', ' Meeting Room A411-A412']"
Music @ Noon,42621,42621,['Southern Company Amphitheater']
Hire Dynamics,42621,42621,['Meeting Room A406-A407']
Electronic Dance Music Event,42622,42623,"['Building A Level 4 Concourse', ' Exhibit Hall A3', ' Exhibit Halls A2-A3 Combined', ' Hall A3 Marshaling Yard', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A311-A312', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A313-A314', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A315-A316', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A402-A403', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A404-A405', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A406-A407', ' Meeting Room A407', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411']"
It Works! Gear Store,42622,42623,['Meeting Room B401-B402']
It Works! U,42623,42623,"['Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']"
Teradata Partners Conference & Expo,42624,42627,"['Building B-C Connector', ' Exhibit Hall B4', ' Exhibit Hall C1', ' Exhibit Hall C2', ' Exhibit Hall C3', ' Exhibit Hall C4', ' Georgia Ballroom 1-3', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium', ' Southern Roots Patio']"
Music @ Noon,42626,42626,['Southern Company Amphitheater']
Wednesday WindDown,42627,42627,['Southern Company Amphitheater']
Torch Relay for Children's Miracle Network - Atlanta Market,42627,42627,['International Plaza']
Music @ Noon,42628,42628,['Southern Company Amphitheater']
American Society for Bone and Mineral Research,42629,42632,"['Building A Registration Hall', ' Executive Boardroom', ' Exhibit Hall A1', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-3', ' Thomas Murphy Ballroom 4']"
Walk to Defeat ALS,42630,42630,['International Plaza']
Aga Khan Foundation Walk,42631,42631,['All North Park']
US Women's Soccer vs. Netherlands,42631,42631,['Stadium']
ISPE 5K  Atlanta,42632,42632,['International Blvd - Park']
Microsoft - Freeman,42632,42647,['Marshalling Yard 1']
Music @ Noon,42633,42633,['Southern Company Amphitheater']
Wednesday WindDown,42634,42634,['Southern Company Amphitheater']
Metro Atlanta Heart Walk,42637,42637,"['All North Park', ' Entire Park']"
Microsoft Ignite,42639,42643,"['Building A Registration Hall', ' Building B Registration Hall', ' Building C Entrance at Northside Drive', ' Building C Level 1 Concourse', ' Building C Lobby - North', ' Building C Lobby - South', ' Building C Registration Storage', ' East Plaza', ' Entire Park', ' Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Halls A2-A3 Combined', ' Exhibit Halls B1-B5 Combined', ' Exhibit Halls C1-C4 Combined', ' Georgia Ballroom 1-3', ' International Blvd - GWCC', ' International Plaza', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4', ' West Plaza']"
