,Room Name,DateIn,DateOut
124,Meeting Room C201,2021/1/19,2021/2/2
125,Meeting Room C202,2021/1/19,2021/2/2
126,Meeting Room C203,2021/1/19,2021/2/2
129,Meeting Room C206,2021/1/19,2021/2/2
130,Meeting Room C207,2021/1/19,2021/2/2
131,Meeting Room C208,2021/1/19,2021/2/2
132,Meeting Room C209,,
133,Meeting Room C210,,
134,Meeting Room C211,,
140,Meeting Room C301,2021/1/19,2021/2/2
141,Meeting Room C302,2021/1/19,2021/2/2
122,Room C101 Auditorium,2021/1/19,2021/2/2
123,Room C102 Auditorium,2021/1/19,2021/2/2
39,Sidney Marcus Auditorium,2021/1/19,2021/2/2
102,Thomas Murphy Ballroom 1,2021/1/19,2021/2/2
103,Thomas Murphy Ballroom 2,2021/1/19,2021/2/2
104,Thomas Murphy Ballroom 3,2021/1/19,2021/2/2
105,Thomas Murphy Ballroom 4,2021/1/19,2021/2/2
87,Building B Registration Hall,2023/7/16,2023/7/23
40,Exhibit Hall B1,2023/7/16,2023/7/23
41,Exhibit Hall B2,2023/7/16,2023/7/23
42,Exhibit Hall B3,2023/7/16,2023/7/23
43,Exhibit Hall B4,2023/7/16,2023/7/23
45,Exhibit Hall Meeting Room B101,2023/7/16,2023/7/23
46,Exhibit Hall Meeting Room B102,2023/7/16,2023/7/23
47,Exhibit Hall Meeting Room B103,2023/7/16,2023/7/23
48,Meeting Room B201,2023/7/16,2023/7/23
49,Meeting Room B202,2023/7/16,2023/7/23
50,Meeting Room B203,2023/7/16,2023/7/23
51,Meeting Room B204,2023/7/16,2023/7/23
52,Meeting Room B205,2023/7/16,2023/7/23
53,Meeting Room B206,2023/7/16,2023/7/23
56,Meeting Room B209,2023/7/16,2023/7/23
57,Meeting Room B210,2023/7/16,2023/7/23
62,Meeting Room B215,2023/7/16,2023/7/23
65,Meeting Room B218,2023/7/16,2023/7/23
66,Meeting Room B301,2023/7/16,2023/7/23
69,Meeting Room B304,2023/7/16,2023/7/23
70,Meeting Room B305,2023/7/16,2023/7/23
71,Meeting Room B306,2023/7/16,2023/7/23
72,Meeting Room B307,2023/7/16,2023/7/23
75,Meeting Room B310,2023/7/16,2023/7/23
76,Meeting Room B311,2023/7/16,2023/7/23
77,Meeting Room B312,2023/7/16,2023/7/23
78,Meeting Room B313,2023/7/16,2023/7/23
81,Meeting Room B314,2023/7/16,2023/7/23
82,Meeting Room B315,2023/7/16,2023/7/23
83,Meeting Room B316,2023/7/16,2023/7/23
84,Meeting Room B317,2023/7/16,2023/7/23
85,Meeting Room B318,2023/7/16,2023/7/23
86,Meeting Room B319,2023/7/16,2023/7/23
91,Meeting Room B403,2023/7/16,2023/7/23
92,Meeting Room B404,2023/7/16,2023/7/23
93,Meeting Room B405,2023/7/16,2023/7/23
94,Meeting Room B406,2023/7/16,2023/7/23
97,Meeting Room B407,2023/7/16,2023/7/23
98,Meeting Room B408,2023/7/16,2023/7/23
99,Meeting Room B409,2023/7/16,2023/7/23
100,Meeting Room B411,2023/7/16,2023/7/23
39,Sidney Marcus Auditorium,2023/7/16,2023/7/23
102,Thomas Murphy Ballroom 1,2023/7/16,2023/7/23
103,Thomas Murphy Ballroom 2,2023/7/16,2023/7/23
104,Thomas Murphy Ballroom 3,2023/7/16,2023/7/23
105,Thomas Murphy Ballroom 4,2023/7/16,2023/7/23
23,Building A Registration Hall,2024/10/14,2024/10/26
87,Building B Registration Hall,2024/10/14,2024/10/26
25,Executive Boardroom,2024/10/14,2024/10/26
2,Exhibit Hall A3,2024/10/14,2024/10/26
0,Exhibit Hall A1,2024/10/14,2024/10/26
1,Exhibit Hall A2,2024/10/14,2024/10/26
6,Meeting Room A301,2024/10/14,2024/10/26
7,Meeting Room A302,2024/10/14,2024/10/26
8,Meeting Room A303,2024/10/14,2024/10/26
9,Meeting Room A304,2024/10/14,2024/10/26
10,Meeting Room A305,2024/10/14,2024/10/26
11,Meeting Room A306,2024/10/14,2024/10/26
12,Meeting Room A307,2024/10/14,2024/10/26
13,Meeting Room A308a,2024/10/14,2024/10/26
14,Meeting Room A308b,2024/10/14,2024/10/26
15,Meeting Room A309,2024/10/14,2024/10/26
16,Meeting Room A310,2024/10/14,2024/10/26
17,Meeting Room A311,2024/10/14,2024/10/26
18,Meeting Room A312,2024/10/14,2024/10/26
19,Meeting Room A313,2024/10/14,2024/10/26
20,Meeting Room A314,2024/10/14,2024/10/26
26,Meeting Room A401,2024/10/14,2024/10/26
29,Meeting Room A404,2024/10/14,2024/10/26
30,Meeting Room A405,2024/10/14,2024/10/26
33,Meeting Room A408,2024/10/14,2024/10/26
34,Meeting Room A409,2024/10/14,2024/10/26
35,Meeting Room A410,2024/10/14,2024/10/26
39,Sidney Marcus Auditorium,2024/10/14,2024/10/26
24,Building A-B Registration Hall,2025/10/4,2025/10/11
0,Exhibit Hall A1,2025/10/4,2025/10/11
1,Exhibit Hall A2,2025/10/4,2025/10/11
2,Exhibit Hall A3,2025/10/4,2025/10/11
40,Exhibit Hall B1,2025/10/4,2025/10/11
41,Exhibit Hall B2,2025/10/4,2025/10/11
42,Exhibit Hall B3,2025/10/4,2025/10/11
6,Meeting Room A301,2025/10/4,2025/10/11
7,Meeting Room A302,2025/10/4,2025/10/11
8,Meeting Room A303,2025/10/4,2025/10/11
9,Meeting Room A304,2025/10/4,2025/10/11
10,Meeting Room A305,2025/10/4,2025/10/11
11,Meeting Room A306,2025/10/4,2025/10/11
12,Meeting Room A307,2025/10/4,2025/10/11
13,Meeting Room A308a,2025/10/4,2025/10/11
14,Meeting Room A308b,2025/10/4,2025/10/11
15,Meeting Room A309,2025/10/4,2025/10/11
16,Meeting Room A310,2025/10/4,2025/10/11
26,Meeting Room A401,2025/10/4,2025/10/11
33,Meeting Room A408,2025/10/4,2025/10/11
34,Meeting Room A409,2025/10/4,2025/10/11
35,Meeting Room A410,2025/10/4,2025/10/11
36,Meeting Room A411,2025/10/4,2025/10/11
37,Meeting Room A412,2025/10/4,2025/10/11
48,Meeting Room B201,2025/10/4,2025/10/11
49,Meeting Room B202,2025/10/4,2025/10/11
50,Meeting Room B203,2025/10/4,2025/10/11
51,Meeting Room B204,2025/10/4,2025/10/11
52,Meeting Room B205,2025/10/4,2025/10/11
53,Meeting Room B206,2025/10/4,2025/10/11
54,Meeting Room B207,2025/10/4,2025/10/11
55,Meeting Room B208,2025/10/4,2025/10/11
56,Meeting Room B209,2025/10/4,2025/10/11
57,Meeting Room B210,2025/10/4,2025/10/11
58,Meeting Room B211,2025/10/4,2025/10/11
59,Meeting Room B212,2025/10/4,2025/10/11
60,Meeting Room B213,2025/10/4,2025/10/11
61,Meeting Room B214,2025/10/4,2025/10/11
62,Meeting Room B215,2025/10/4,2025/10/11
63,Meeting Room B216,2025/10/4,2025/10/11
64,Meeting Room B217,2025/10/4,2025/10/11
65,Meeting Room B218,2025/10/4,2025/10/11
66,Meeting Room B301,2025/10/4,2025/10/11
67,Meeting Room B302,2025/10/4,2025/10/11
68,Meeting Room B303,2025/10/4,2025/10/11
69,Meeting Room B304,2025/10/4,2025/10/11
70,Meeting Room B305,2025/10/4,2025/10/11
71,Meeting Room B306,2025/10/4,2025/10/11
72,Meeting Room B307,2025/10/4,2025/10/11
73,Meeting Room B308,2025/10/4,2025/10/11
74,Meeting Room B309,2025/10/4,2025/10/11
75,Meeting Room B310,2025/10/4,2025/10/11
76,Meeting Room B311,2025/10/4,2025/10/11
77,Meeting Room B312,2025/10/4,2025/10/11
78,Meeting Room B313,2025/10/4,2025/10/11
81,Meeting Room B314,2025/10/4,2025/10/11
82,Meeting Room B315,2025/10/4,2025/10/11
83,Meeting Room B316,2025/10/4,2025/10/11
84,Meeting Room B317,2025/10/4,2025/10/11
85,Meeting Room B318,2025/10/4,2025/10/11
86,Meeting Room B319,2025/10/4,2025/10/11
89,Meeting Room B401,2025/10/4,2025/10/11
90,Meeting Room B402,2025/10/4,2025/10/11
91,Meeting Room B403,2025/10/4,2025/10/11
92,Meeting Room B404,2025/10/4,2025/10/11
93,Meeting Room B405,2025/10/4,2025/10/11
94,Meeting Room B406,2025/10/4,2025/10/11
97,Meeting Room B407,2025/10/4,2025/10/11
98,Meeting Room B408,2025/10/4,2025/10/11
99,Meeting Room B409,2025/10/4,2025/10/11
100,Meeting Room B411,2025/10/4,2025/10/11
39,Sidney Marcus Auditorium,2025/10/4,2025/10/11
102,Thomas Murphy Ballroom 1,2025/10/4,2025/10/11
103,Thomas Murphy Ballroom 2,2025/10/4,2025/10/11
104,Thomas Murphy Ballroom 3,2025/10/4,2025/10/11
105,Thomas Murphy Ballroom 4,2025/10/4,2025/10/11
23,Building A Registration Hall,2025/3/7,2025/3/13
25,Executive Boardroom,2025/3/7,2025/3/13
2,Exhibit Hall A3,2025/3/7,2025/3/13
3,Exhibit Hall Meeting Room A101,2025/3/7,2025/3/13
4,Exhibit Hall Meeting Room A102,2025/3/7,2025/3/13
5,Exhibit Hall Meeting Room A103,2025/3/7,2025/3/13
0,Exhibit Hall A1,2025/3/7,2025/3/13
1,Exhibit Hall A2,2025/3/7,2025/3/13
2,Exhibit Hall A3,2025/3/7,2025/3/13
6,Meeting Room A301,2025/3/7,2025/3/13
7,Meeting Room A302,2025/3/7,2025/3/13
8,Meeting Room A303,2025/3/7,2025/3/13
9,Meeting Room A304,2025/3/7,2025/3/13
10,Meeting Room A305,2025/3/7,2025/3/13
11,Meeting Room A306,2025/3/7,2025/3/13
12,Meeting Room A307,2025/3/7,2025/3/13
13,Meeting Room A308a,2025/3/7,2025/3/13
14,Meeting Room A308b,2025/3/7,2025/3/13
15,Meeting Room A309,2025/3/7,2025/3/13
16,Meeting Room A310,2025/3/7,2025/3/13
26,Meeting Room A401,2025/3/7,2025/3/13
27,Meeting Room A402,2025/3/7,2025/3/13
28,Meeting Room A403,2025/3/7,2025/3/13
29,Meeting Room A404,2025/3/7,2025/3/13
30,Meeting Room A405,2025/3/7,2025/3/13
31,Meeting Room A406,2025/3/7,2025/3/13
32,Meeting Room A407,2025/3/7,2025/3/13
33,Meeting Room A408,2025/3/7,2025/3/13
34,Meeting Room A409,2025/3/7,2025/3/13
35,Meeting Room A410,2025/3/7,2025/3/13
36,Meeting Room A411,2025/3/7,2025/3/13
37,Meeting Room A412,2025/3/7,2025/3/13
39,Sidney Marcus Auditorium,2025/3/7,2025/3/13
25,Executive Boardroom,2024/4/12,2024/4/20
3,Exhibit Hall Meeting Room A101,2024/4/12,2024/4/20
4,Exhibit Hall Meeting Room A102,2024/4/12,2024/4/20
5,Exhibit Hall Meeting Room A103,2024/4/12,2024/4/20
0,Exhibit Hall A1,2024/4/12,2024/4/20
1,Exhibit Hall A2,2024/4/12,2024/4/20
6,Meeting Room A301,2024/4/12,2024/4/20
7,Meeting Room A302,2024/4/12,2024/4/20
8,Meeting Room A303,2024/4/12,2024/4/20
9,Meeting Room A304,2024/4/12,2024/4/20
10,Meeting Room A305,2024/4/12,2024/4/20
11,Meeting Room A306,2024/4/12,2024/4/20
12,Meeting Room A307,2024/4/12,2024/4/20
13,Meeting Room A308a,2024/4/12,2024/4/20
14,Meeting Room A308b,2024/4/12,2024/4/20
15,Meeting Room A309,2024/4/12,2024/4/20
16,Meeting Room A310,2024/4/12,2024/4/20
17,Meeting Room A311,2024/4/12,2024/4/20
18,Meeting Room A312,2024/4/12,2024/4/20
19,Meeting Room A313,2024/4/12,2024/4/20
20,Meeting Room A314,2024/4/12,2024/4/20
21,Meeting Room A315,2024/4/12,2024/4/20
22,Meeting Room A316,2024/4/12,2024/4/20
26,Meeting Room A401,2024/4/12,2024/4/20
27,Meeting Room A402,2024/4/12,2024/4/20
28,Meeting Room A403,2024/4/12,2024/4/20
29,Meeting Room A404,2024/4/12,2024/4/20
30,Meeting Room A405,2024/4/12,2024/4/20
31,Meeting Room A406,2024/4/12,2024/4/20
32,Meeting Room A407,2024/4/12,2024/4/20
33,Meeting Room A408,2024/4/12,2024/4/20
34,Meeting Room A409,2024/4/12,2024/4/20
35,Meeting Room A410,2024/4/12,2024/4/20
36,Meeting Room A411,2024/4/12,2024/4/20
37,Meeting Room A412,2024/4/12,2024/4/20
39,Sidney Marcus Auditorium,2024/4/12,2024/4/20
24,Building A-B Registration Hall,2020/4/27,2020/5/6
0,Exhibit Hall A1,2020/4/27,2020/5/6
1,Exhibit Hall A2,2020/4/27,2020/5/6
2,Exhibit Hall A3,2020/4/27,2020/5/6
6,Meeting Room A301,2020/4/27,2020/5/6
7,Meeting Room A302,2020/4/27,2020/5/6
8,Meeting Room A303,2020/4/27,2020/5/6
9,Meeting Room A304,2020/4/27,2020/5/6
10,Meeting Room A305,2020/4/27,2020/5/6
11,Meeting Room A306,2020/4/27,2020/5/6
12,Meeting Room A307,2020/4/27,2020/5/6
13,Meeting Room A308a,2020/4/27,2020/5/6
14,Meeting Room A308b,2020/4/27,2020/5/6
15,Meeting Room A309,2020/4/27,2020/5/6
16,Meeting Room A310,2020/4/27,2020/5/6
17,Meeting Room A311,2020/4/27,2020/5/6
18,Meeting Room A312,2020/4/27,2020/5/6
19,Meeting Room A313,2020/4/27,2020/5/6
20,Meeting Room A314,2020/4/27,2020/5/6
21,Meeting Room A315,2020/4/27,2020/5/6
22,Meeting Room A316,2020/4/27,2020/5/6
26,Meeting Room A401,2020/4/27,2020/5/6
27,Meeting Room A402,2020/4/27,2020/5/6
28,Meeting Room A403,2020/4/27,2020/5/6
29,Meeting Room A404,2020/4/27,2020/5/6
30,Meeting Room A405,2020/4/27,2020/5/6
31,Meeting Room A406,2020/4/27,2020/5/6
32,Meeting Room A407,2020/4/27,2020/5/6
33,Meeting Room A408,2020/4/27,2020/5/6
34,Meeting Room A409,2020/4/27,2020/5/6
35,Meeting Room A410,2020/4/27,2020/5/6
36,Meeting Room A411,2020/4/27,2020/5/6
37,Meeting Room A412,2020/4/27,2020/5/6
48,Meeting Room B201,2020/4/27,2020/5/6
49,Meeting Room B202,2020/4/27,2020/5/6
50,Meeting Room B203,2020/4/27,2020/5/6
51,Meeting Room B204,2020/4/27,2020/5/6
52,Meeting Room B205,2020/4/27,2020/5/6
53,Meeting Room B206,2020/4/27,2020/5/6
56,Meeting Room B209,2020/4/27,2020/5/6
57,Meeting Room B210,2020/4/27,2020/5/6
62,Meeting Room B215,2020/4/27,2020/5/6
65,Meeting Room B218,2020/4/27,2020/5/6
66,Meeting Room B301,2020/4/27,2020/5/6
70,Meeting Room B305,2020/4/27,2020/5/6
71,Meeting Room B306,2020/4/27,2020/5/6
72,Meeting Room B307,2020/4/27,2020/5/6
75,Meeting Room B310,2020/4/27,2020/5/6
76,Meeting Room B311,2020/4/27,2020/5/6
77,Meeting Room B312,2020/4/27,2020/5/6
78,Meeting Room B313,2020/4/27,2020/5/6
81,Meeting Room B314,2020/4/27,2020/5/6
82,Meeting Room B315,2020/4/27,2020/5/6
83,Meeting Room B316,2020/4/27,2020/5/6
84,Meeting Room B317,2020/4/27,2020/5/6
85,Meeting Room B318,2020/4/27,2020/5/6
86,Meeting Room B319,2020/4/27,2020/5/6
91,Meeting Room B403,2020/4/27,2020/5/6
92,Meeting Room B404,2020/4/27,2020/5/6
98,Meeting Room B408,2020/4/27,2020/5/6
99,Meeting Room B409,2020/4/27,2020/5/6
100,Meeting Room B411,2020/4/27,2020/5/6
39,Sidney Marcus Auditorium,2020/4/27,2020/5/6
24,Building A-B Registration Hall,2021/3/12,2021/3/25
25,Executive Boardroom,2021/3/12,2021/3/25
40,Exhibit Hall B1,2021/3/12,2021/3/25
143,Exhibit Hall BC,2021/3/12,2021/3/25
88,International Conference Room,2021/3/12,2021/3/25
6,Meeting Room A301,2021/3/12,2021/3/25
7,Meeting Room A302,2021/3/12,2021/3/25
8,Meeting Room A303,2021/3/12,2021/3/25
9,Meeting Room A304,2021/3/12,2021/3/25
10,Meeting Room A305,2021/3/12,2021/3/25
11,Meeting Room A306,2021/3/12,2021/3/25
12,Meeting Room A307,2021/3/12,2021/3/25
13,Meeting Room A308a,2021/3/12,2021/3/25
14,Meeting Room A308b,2021/3/12,2021/3/25
15,Meeting Room A309,2021/3/12,2021/3/25
16,Meeting Room A310,2021/3/12,2021/3/25
17,Meeting Room A311,2021/3/12,2021/3/25
18,Meeting Room A312,2021/3/12,2021/3/25
19,Meeting Room A313,2021/3/12,2021/3/25
20,Meeting Room A314,2021/3/12,2021/3/25
21,Meeting Room A315,2021/3/12,2021/3/25
22,Meeting Room A316,2021/3/12,2021/3/25
26,Meeting Room A401,2021/3/12,2021/3/25
27,Meeting Room A402,2021/3/12,2021/3/25
28,Meeting Room A403,2021/3/12,2021/3/25
29,Meeting Room A404,2021/3/12,2021/3/25
30,Meeting Room A405,2021/3/12,2021/3/25
31,Meeting Room A406,2021/3/12,2021/3/25
32,Meeting Room A407,2021/3/12,2021/3/25
33,Meeting Room A408,2021/3/12,2021/3/25
34,Meeting Room A409,2021/3/12,2021/3/25
35,Meeting Room A410,2021/3/12,2021/3/25
36,Meeting Room A411,2021/3/12,2021/3/25
37,Meeting Room A412,2021/3/12,2021/3/25
48,Meeting Room B201,2021/3/12,2021/3/25
49,Meeting Room B202,2021/3/12,2021/3/25
50,Meeting Room B203,2021/3/12,2021/3/25
51,Meeting Room B204,2021/3/12,2021/3/25
52,Meeting Room B205,2021/3/12,2021/3/25
53,Meeting Room B206,2021/3/12,2021/3/25
54,Meeting Room B207,2021/3/12,2021/3/25
55,Meeting Room B208,2021/3/12,2021/3/25
56,Meeting Room B209,2021/3/12,2021/3/25
57,Meeting Room B210,2021/3/12,2021/3/25
58,Meeting Room B211,2021/3/12,2021/3/25
59,Meeting Room B212,2021/3/12,2021/3/25
60,Meeting Room B213,2021/3/12,2021/3/25
61,Meeting Room B214,2021/3/12,2021/3/25
62,Meeting Room B215,2021/3/12,2021/3/25
63,Meeting Room B216,2021/3/12,2021/3/25
64,Meeting Room B217,2021/3/12,2021/3/25
65,Meeting Room B218,2021/3/12,2021/3/25
66,Meeting Room B301,2021/3/12,2021/3/25
67,Meeting Room B302,2021/3/12,2021/3/25
68,Meeting Room B303,2021/3/12,2021/3/25
69,Meeting Room B304,2021/3/12,2021/3/25
70,Meeting Room B305,2021/3/12,2021/3/25
71,Meeting Room B306,2021/3/12,2021/3/25
72,Meeting Room B307,2021/3/12,2021/3/25
73,Meeting Room B308,2021/3/12,2021/3/25
74,Meeting Room B309,2021/3/12,2021/3/25
75,Meeting Room B310,2021/3/12,2021/3/25
76,Meeting Room B311,2021/3/12,2021/3/25
77,Meeting Room B312,2021/3/12,2021/3/25
78,Meeting Room B313,2021/3/12,2021/3/25
81,Meeting Room B314,2021/3/12,2021/3/25
82,Meeting Room B315,2021/3/12,2021/3/25
83,Meeting Room B316,2021/3/12,2021/3/25
84,Meeting Room B317,2021/3/12,2021/3/25
85,Meeting Room B318,2021/3/12,2021/3/25
86,Meeting Room B319,2021/3/12,2021/3/25
89,Meeting Room B401,2021/3/12,2021/3/25
90,Meeting Room B402,2021/3/12,2021/3/25
91,Meeting Room B403,2021/3/12,2021/3/25
92,Meeting Room B404,2021/3/12,2021/3/25
93,Meeting Room B405,2021/3/12,2021/3/25
95,Meeting Room B406A,2021/3/12,2021/3/25
96,Meeting Room B406B,2021/3/12,2021/3/25
97,Meeting Room B407,2021/3/12,2021/3/25
98,Meeting Room B408,2021/3/12,2021/3/25
99,Meeting Room B409,2021/3/12,2021/3/25
100,Meeting Room B411,2021/3/12,2021/3/25
39,Sidney Marcus Auditorium,2021/3/12,2021/3/25
140,Meeting Room C301,2020/4/28,2020/4/30
141,Meeting Room C302,2020/4/28,2020/4/30
27,Meeting Room A402,2020/2/24,2020/2/28
28,Meeting Room A403,2020/2/24,2020/2/28
29,Meeting Room A404,2020/2/24,2020/2/28
30,Meeting Room A405,2020/2/24,2020/2/28
24,Building A-B Registration Hall,2020/12/18,2020/12/19
25,Executive Boardroom,2020/12/18,2020/12/19
2,Exhibit Hall A3,2020/12/18,2020/12/19
40,Exhibit Hall B1,2020/12/18,2020/12/19
43,Exhibit Hall B4,2020/12/18,2020/12/19
44,Exhibit Hall B5,2020/12/18,2020/12/19
6,Meeting Room A301,2020/12/18,2020/12/19
7,Meeting Room A302,2020/12/18,2020/12/19
8,Meeting Room A303,2020/12/18,2020/12/19
9,Meeting Room A304,2020/12/18,2020/12/19
10,Meeting Room A305,2020/12/18,2020/12/19
11,Meeting Room A306,2020/12/18,2020/12/19
12,Meeting Room A307,2020/12/18,2020/12/19
13,Meeting Room A308a,2020/12/18,2020/12/19
14,Meeting Room A308b,2020/12/18,2020/12/19
15,Meeting Room A309,2020/12/18,2020/12/19
16,Meeting Room A310,2020/12/18,2020/12/19
17,Meeting Room A311,2020/12/18,2020/12/19
18,Meeting Room A312,2020/12/18,2020/12/19
19,Meeting Room A313,2020/12/18,2020/12/19
20,Meeting Room A314,2020/12/18,2020/12/19
21,Meeting Room A315,2020/12/18,2020/12/19
22,Meeting Room A316,2020/12/18,2020/12/19
26,Meeting Room A401,2020/12/18,2020/12/19
27,Meeting Room A402,2020/12/18,2020/12/19
28,Meeting Room A403,2020/12/18,2020/12/19
29,Meeting Room A404,2020/12/18,2020/12/19
30,Meeting Room A405,2020/12/18,2020/12/19
31,Meeting Room A406,2020/12/18,2020/12/19
32,Meeting Room A407,2020/12/18,2020/12/19
33,Meeting Room A408,2020/12/18,2020/12/19
34,Meeting Room A409,2020/12/18,2020/12/19
35,Meeting Room A410,2020/12/18,2020/12/19
36,Meeting Room A411,2020/12/18,2020/12/19
37,Meeting Room A412,2020/12/18,2020/12/19
48,Meeting Room B201,2020/12/18,2020/12/19
49,Meeting Room B202,2020/12/18,2020/12/19
50,Meeting Room B203,2020/12/18,2020/12/19
51,Meeting Room B204,2020/12/18,2020/12/19
52,Meeting Room B205,2020/12/18,2020/12/19
53,Meeting Room B206,2020/12/18,2020/12/19
54,Meeting Room B207,2020/12/18,2020/12/19
55,Meeting Room B208,2020/12/18,2020/12/19
56,Meeting Room B209,2020/12/18,2020/12/19
57,Meeting Room B210,2020/12/18,2020/12/19
58,Meeting Room B211,2020/12/18,2020/12/19
59,Meeting Room B212,2020/12/18,2020/12/19
60,Meeting Room B213,2020/12/18,2020/12/19
61,Meeting Room B214,2020/12/18,2020/12/19
62,Meeting Room B215,2020/12/18,2020/12/19
63,Meeting Room B216,2020/12/18,2020/12/19
64,Meeting Room B217,2020/12/18,2020/12/19
65,Meeting Room B218,2020/12/18,2020/12/19
66,Meeting Room B301,2020/12/18,2020/12/19
67,Meeting Room B302,2020/12/18,2020/12/19
68,Meeting Room B303,2020/12/18,2020/12/19
69,Meeting Room B304,2020/12/18,2020/12/19
70,Meeting Room B305,2020/12/18,2020/12/19
71,Meeting Room B306,2020/12/18,2020/12/19
72,Meeting Room B307,2020/12/18,2020/12/19
73,Meeting Room B308,2020/12/18,2020/12/19
74,Meeting Room B309,2020/12/18,2020/12/19
75,Meeting Room B310,2020/12/18,2020/12/19
76,Meeting Room B311,2020/12/18,2020/12/19
77,Meeting Room B312,2020/12/18,2020/12/19
78,Meeting Room B313,2020/12/18,2020/12/19
81,Meeting Room B314,2020/12/18,2020/12/19
82,Meeting Room B315,2020/12/18,2020/12/19
83,Meeting Room B316,2020/12/18,2020/12/19
84,Meeting Room B317,2020/12/18,2020/12/19
85,Meeting Room B318,2020/12/18,2020/12/19
86,Meeting Room B319,2020/12/18,2020/12/19
89,Meeting Room B401,2020/12/18,2020/12/19
90,Meeting Room B402,2020/12/18,2020/12/19
91,Meeting Room B403,2020/12/18,2020/12/19
92,Meeting Room B404,2020/12/18,2020/12/19
93,Meeting Room B405,2020/12/18,2020/12/19
94,Meeting Room B406,2020/12/18,2020/12/19
97,Meeting Room B407,2020/12/18,2020/12/19
98,Meeting Room B408,2020/12/18,2020/12/19
99,Meeting Room B409,2020/12/18,2020/12/19
100,Meeting Room B411,2020/12/18,2020/12/19
39,Sidney Marcus Auditorium,2020/12/18,2020/12/19
102,Thomas Murphy Ballroom 1,2020/12/18,2020/12/19
103,Thomas Murphy Ballroom 2,2020/12/18,2020/12/19
104,Thomas Murphy Ballroom 3,2020/12/18,2020/12/19
105,Thomas Murphy Ballroom 4,2020/12/18,2020/12/19
24,Building A-B Registration Hall,2019/12/20,2019/12/21
25,Executive Boardroom,2019/12/20,2019/12/21
40,Exhibit Hall B1,2019/12/20,2019/12/21
43,Exhibit Hall B4,2019/12/20,2019/12/21
44,Exhibit Hall B5,2019/12/20,2019/12/21
6,Meeting Room A301,2019/12/20,2019/12/21
7,Meeting Room A302,2019/12/20,2019/12/21
8,Meeting Room A303,2019/12/20,2019/12/21
9,Meeting Room A304,2019/12/20,2019/12/21
10,Meeting Room A305,2019/12/20,2019/12/21
11,Meeting Room A306,2019/12/20,2019/12/21
12,Meeting Room A307,2019/12/20,2019/12/21
13,Meeting Room A308a,2019/12/20,2019/12/21
14,Meeting Room A308b,2019/12/20,2019/12/21
15,Meeting Room A309,2019/12/20,2019/12/21
16,Meeting Room A310,2019/12/20,2019/12/21
26,Meeting Room A401,2019/12/20,2019/12/21
27,Meeting Room A402,2019/12/20,2019/12/21
28,Meeting Room A403,2019/12/20,2019/12/21
29,Meeting Room A404,2019/12/20,2019/12/21
30,Meeting Room A405,2019/12/20,2019/12/21
31,Meeting Room A406,2019/12/20,2019/12/21
32,Meeting Room A407,2019/12/20,2019/12/21
33,Meeting Room A408,2019/12/20,2019/12/21
34,Meeting Room A409,2019/12/20,2019/12/21
35,Meeting Room A410,2019/12/20,2019/12/21
36,Meeting Room A411,2019/12/20,2019/12/21
37,Meeting Room A412,2019/12/20,2019/12/21
48,Meeting Room B201,2019/12/20,2019/12/21
49,Meeting Room B202,2019/12/20,2019/12/21
50,Meeting Room B203,2019/12/20,2019/12/21
51,Meeting Room B204,2019/12/20,2019/12/21
52,Meeting Room B205,2019/12/20,2019/12/21
53,Meeting Room B206,2019/12/20,2019/12/21
56,Meeting Room B209,2019/12/20,2019/12/21
57,Meeting Room B210,2019/12/20,2019/12/21
62,Meeting Room B215,2019/12/20,2019/12/21
65,Meeting Room B218,2019/12/20,2019/12/21
66,Meeting Room B301,2019/12/20,2019/12/21
70,Meeting Room B305,2019/12/20,2019/12/21
71,Meeting Room B306,2019/12/20,2019/12/21
72,Meeting Room B307,2019/12/20,2019/12/21
75,Meeting Room B310,2019/12/20,2019/12/21
76,Meeting Room B311,2019/12/20,2019/12/21
77,Meeting Room B312,2019/12/20,2019/12/21
78,Meeting Room B313,2019/12/20,2019/12/21
81,Meeting Room B314,2019/12/20,2019/12/21
82,Meeting Room B315,2019/12/20,2019/12/21
83,Meeting Room B316,2019/12/20,2019/12/21
84,Meeting Room B317,2019/12/20,2019/12/21
85,Meeting Room B318,2019/12/20,2019/12/21
86,Meeting Room B319,2019/12/20,2019/12/21
91,Meeting Room B403,2019/12/20,2019/12/21
92,Meeting Room B404,2019/12/20,2019/12/21
98,Meeting Room B408,2019/12/20,2019/12/21
99,Meeting Room B409,2019/12/20,2019/12/21
100,Meeting Room B411,2019/12/20,2019/12/21
39,Sidney Marcus Auditorium,2019/12/20,2019/12/21
